epoch,train_loss,train_va,train_expr,ccc_v,ccc_a,ccc_mean,rmse_v,rmse_a,mae_v,mae_a,expr_acc
1,3.2578717202083047,1.0991496211506477,2.15872210483425,0.7076697945594788,0.28811100125312805,0.4978903979063034,0.5006240010261536,0.3439229130744934,0.38363152742385864,0.2830738425254822,0.6717967735954015
2,2.155125181217171,1.0238522483426513,1.1312729370139463,0.7185751795768738,0.2971298098564148,0.5078524947166443,0.48880118131637573,0.3353114128112793,0.36666327714920044,0.277888685464859,0.6942332653439643
3,1.9295412272560617,0.9897784029216417,0.9397628265173088,0.7318503856658936,0.3016572892665863,0.5167538374662399,0.49029624462127686,0.3447399437427521,0.36066746711730957,0.2846827208995819,0.7096235861301687
4,1.843237338834825,0.9663876020988353,0.8768497369406356,0.7432973384857178,0.3073657751083374,0.5253315567970276,0.4714250862598419,0.3408520817756653,0.3466576337814331,0.2821061611175537,0.712961246059707
5,1.7816632019582341,0.946147649384175,0.8355155535445764,0.7501598000526428,0.3132326900959015,0.5316962450742722,0.4713095426559448,0.3418370485305786,0.34558364748954773,0.2825317680835724,0.7209345447802707
6,1.7371093905667252,0.9317748487811179,0.8053345438692737,0.7531276941299438,0.3117537200450897,0.5324407070875168,0.4743395149707794,0.3570578992366791,0.34810593724250793,0.29288920760154724,0.7194511403671426
7,1.7116884997091575,0.924842426455406,0.7868460779885115,0.7580468058586121,0.3149498701095581,0.5364983379840851,0.46032723784446716,0.3404487371444702,0.33543840050697327,0.28291255235671997,0.724086779158168
8,1.6760153830104134,0.911681742038835,0.7643336416382277,0.758653461933136,0.3199041485786438,0.5392788052558899,0.4663705825805664,0.34030720591545105,0.33864152431488037,0.2825733423233032,0.7283515668459114
9,1.649908860565838,0.9013151757235781,0.7485936836515934,0.7633762955665588,0.32068660855293274,0.5420314520597458,0.45697376132011414,0.3413022458553314,0.33179929852485657,0.2833494246006012,0.7279807157426293
10,1.6108553836790065,0.8855883940253589,0.725266994962036,0.76545649766922,0.3209329843521118,0.5431947410106659,0.4557229280471802,0.3403218388557434,0.32908183336257935,0.282829612493515,0.7333580567402188
11,1.5791713118968655,0.8736311187699739,0.7055401934524644,0.7618691921234131,0.3208123445510864,0.5413407683372498,0.46005576848983765,0.34098687767982483,0.3262653946876526,0.2836111783981323,0.7329872056369368
12,1.5675193292816936,0.8651486166321152,0.702370714358061,0.7679720520973206,0.3235454559326172,0.5457587540149689,0.4506753981113434,0.338623583316803,0.32893428206443787,0.28171563148498535,0.7324309289820137
13,1.5365214267965472,0.8537693793584012,0.6827520465885558,0.7681885361671448,0.32305026054382324,0.545619398355484,0.45140740275382996,0.34902557730674744,0.32962632179260254,0.28886866569519043,0.7335434822918598
14,1.5122653991270778,0.8447610807767342,0.6675043144093613,0.770152747631073,0.3230838477611542,0.5466182976961136,0.45165330171585083,0.34315505623817444,0.3305976986885071,0.2857999801635742,0.7340997589467829
15,1.483318850220549,0.833423149273794,0.6498957034490151,0.7693339586257935,0.32124295830726624,0.5452884584665298,0.4496951103210449,0.33771654963493347,0.3253396153450012,0.2820868492126465,0.7335434822918598
16,1.4531777344552212,0.8218157038581748,0.6313620282048608,0.771129846572876,0.32353171706199646,0.5473307818174362,0.44863972067832947,0.3354753255844116,0.3214535415172577,0.2807931900024414,0.7328017800852957
17,1.423561037817737,0.8085658281246222,0.6149952093101791,0.769666314125061,0.3235504627227783,0.5466083884239197,0.4463231563568115,0.34349003434181213,0.31263238191604614,0.2864210903644562,0.7324309289820137
18,1.4070148762087418,0.8058944738711824,0.6011204036770592,0.770480751991272,0.31912684440612793,0.5448037981987,0.447934627532959,0.34002333879470825,0.3208186626434326,0.2841562330722809,0.7315038012238086
19,1.3794768226572733,0.7924007815475773,0.5870760405639738,0.7692175507545471,0.31562918424606323,0.5424233675003052,0.44651082158088684,0.3405631184577942,0.3208892047405243,0.28409069776535034,0.7309475245688856
20,1.3585034401776583,0.7801348701672122,0.5783685728630849,0.7700124979019165,0.3203001916408539,0.5451563447713852,0.4480150043964386,0.3474675416946411,0.3249307870864868,0.2889862656593323,0.7316892267754497
21,1.3175889920575656,0.7605574350727154,0.5570315573786384,0.7655454277992249,0.31242284178733826,0.5389841347932816,0.4486221671104431,0.3381483256816864,0.3196941912174225,0.2832566499710083,0.7277952901909883
22,1.302041856919988,0.7544036257194442,0.5476382317571185,0.7635637521743774,0.3085220456123352,0.5360428988933563,0.45156604051589966,0.33351168036460876,0.31889045238494873,0.2798246145248413,0.7331726311885778
23,1.2683939026265674,0.7396302748556186,0.5287636302794104,0.7660748362541199,0.31412220001220703,0.5400985181331635,0.44764140248298645,0.34610044956207275,0.3149915933609009,0.28894367814064026,0.7303912479139626
24,1.252088501830072,0.7318706692570498,0.5202178323776784,0.7648565769195557,0.3102812170982361,0.5375688970088959,0.44572558999061584,0.34401625394821167,0.3105911612510681,0.2874784469604492,0.7253847580196551
25,1.214850821226164,0.713841103099111,0.5010097184247196,0.7588156461715698,0.3084862232208252,0.5336509346961975,0.452842652797699,0.34355875849723816,0.31510472297668457,0.2872890830039978,0.7279807157426293
26,1.2054860712815503,0.7111354223530753,0.49435064921528915,0.7612049579620361,0.30010777711868286,0.5306563675403595,0.45762136578559875,0.34536826610565186,0.31958192586898804,0.2877698838710785,0.7283515668459114
27,1.153397478552767,0.6833559551162365,0.47004152369543856,0.751501202583313,0.30204975605010986,0.5267754793167114,0.4582916796207428,0.3454003632068634,0.31642699241638184,0.28810983896255493,0.7209345447802707
28,1.1538282592332691,0.688790526994339,0.465037729361486,0.7556975483894348,0.3031865954399109,0.5294420719146729,0.4635707437992096,0.3541204333305359,0.32481399178504944,0.29510942101478577,0.724086779158168
29,1.119209448070672,0.6694411358568886,0.44976831145876434,0.7564599514007568,0.2937004566192627,0.5250802040100098,0.4641427993774414,0.34944167733192444,0.31014829874038696,0.29127588868141174,0.7283515668459114
30,1.1048030598952545,0.6612791058945617,0.4435239546456372,0.7448287010192871,0.2894347012042999,0.5171317011117935,0.46575137972831726,0.3409537971019745,0.3205547332763672,0.28459790349006653,0.7148155015761172
