epoch,train_loss,train_va,train_expr,ccc_v,ccc_a,ccc_mean,rmse_v,rmse_a,mae_v,mae_a,expr_acc
1,3.247895823242897,1.0984714021762365,2.149424425361122,0.7086617350578308,0.28873172402381897,0.4986967295408249,0.49719542264938354,0.340435266494751,0.3803735077381134,0.2805884778499603,0.6756907101798628
2,2.1309522336165467,1.015600865625699,1.11535136853657,0.719970703125,0.29790154099464417,0.5089361220598221,0.48500409722328186,0.332658052444458,0.36343902349472046,0.27606382966041565,0.6944186908956054
3,1.9015904898971672,0.9817352720585176,0.9198552202695938,0.7337350845336914,0.30341637134552,0.5185757279396057,0.48757702112197876,0.3440294861793518,0.35775917768478394,0.28424689173698425,0.7099944372334508
4,1.7953317954687473,0.9507867539362462,0.8445450415604073,0.7447760701179504,0.30930688977241516,0.5270414799451828,0.46879956126213074,0.34316739439964294,0.3449091911315918,0.28378698229789734,0.7151863526793992
5,1.7240412211074594,0.9293700691527856,0.7946711521593197,0.7504495978355408,0.31447815895080566,0.5324638783931732,0.4684402048587799,0.340755432844162,0.34279197454452515,0.2819375693798065,0.7201928425737066
6,1.673459419088905,0.9098276091323946,0.7636318110975658,0.7534593343734741,0.3120101988315582,0.5327347666025162,0.47240519523620605,0.3580141067504883,0.3473466634750366,0.2939036786556244,0.7192657148155016
7,1.6332838682901882,0.8967792350785861,0.736504628994658,0.756740152835846,0.3156552314758301,0.536197692155838,0.46022072434425354,0.3368980884552002,0.3345112204551697,0.28028053045272827,0.7261264602262192
8,1.577694322957101,0.8759347660784753,0.7017595535050705,0.7581602334976196,0.32056495547294617,0.5393625944852829,0.4639221131801605,0.33831146359443665,0.33678215742111206,0.2811577022075653,0.7257556091229371
9,1.527726557651308,0.8572559983215725,0.6704705570972357,0.7618071436882019,0.3201213777065277,0.5409642606973648,0.45640790462493896,0.3430316746234894,0.3306158781051636,0.28431111574172974,0.7309475245688856
10,1.474691151505993,0.8362639735257632,0.6384271768670806,0.7640522718429565,0.3188459873199463,0.5414491295814514,0.4534222483634949,0.3411969542503357,0.3269481062889099,0.2833973169326782,0.7290932690524754
11,1.4228343568718633,0.8156264628256694,0.6072078933159804,0.7607998251914978,0.3191958963871002,0.539997860789299,0.4586210548877716,0.3400261700153351,0.3278413414955139,0.28328436613082886,0.7276098646393473
12,1.3758628232815335,0.7954961328757502,0.5803666892368216,0.7638218402862549,0.3170667588710785,0.5404442995786667,0.45200833678245544,0.33906084299087524,0.32941433787345886,0.2822360098361969,0.7261264602262192
13,1.3170790328249216,0.7683350196001538,0.548744010403136,0.759238600730896,0.31683626770973206,0.538037434220314,0.45575150847435,0.34461095929145813,0.3314560055732727,0.28678834438323975,0.723159651399963
14,1.2665792464254948,0.7507292935194981,0.5158499545431631,0.7635354399681091,0.31673651933670044,0.5401359796524048,0.45492228865623474,0.3463762104511261,0.3298112750053406,0.2885062098503113,0.7253847580196551
15,1.2061874767945533,0.7263407162670439,0.4798467590500287,0.7599185109138489,0.31060224771499634,0.5352603793144226,0.4550347626209259,0.33869972825050354,0.32334619760513306,0.28308501839637756,0.7190802892638606
16,1.1479893173461018,0.699402645894617,0.44858667204681796,0.7581477165222168,0.3045669496059418,0.5313573330640793,0.4627511501312256,0.33875608444213867,0.3252107799053192,0.2830201983451843,0.7237159280548859
17,1.0792204858993433,0.6691175057917426,0.4101029809261841,0.7519382834434509,0.2997669577598572,0.525852620601654,0.45851925015449524,0.3411485254764557,0.31502094864845276,0.2845239043235779,0.712590394956425
18,1.0325778585960432,0.6501520480312368,0.3824258106035651,0.7489975690841675,0.29064369201660156,0.5198206305503845,0.46318960189819336,0.3433215022087097,0.32081279158592224,0.2865058183670044,0.7081401817170406
19,0.9603271154399122,0.6132600836846122,0.34706703101268377,0.7410058975219727,0.2876512110233307,0.5143285542726517,0.4669473171234131,0.34734535217285156,0.32302191853523254,0.28797781467437744,0.7046170962358613
20,0.8989105753959891,0.5805468326558036,0.3183637436982999,0.727061927318573,0.2771841585636139,0.5021230429410934,0.4764299988746643,0.3596130311489105,0.3305956721305847,0.29784396290779114,0.6970146486185796
